ORIGIN,DESTINATION,Container Size,Price,Free Days,Per Diem
Shanghai,"Charleston, SC",40GP,"$1,310",75,$10.00
"Busan, Korea",Moscow,40HC,"$1,843",60,$10.00
Shanghai,"Charleston, SC",20GP,$485,75,$5.00
Shanghai,"Calgary, AB",20GP,$230,75,$5.00
Shanghai,Budapest,40GP,"$1,000",60,$10.00
"Busan, Korea",Minsk,40HC,"$1,480",60,$10.00
Shanghai,Birmingham,40GP,$480,100,$10.00
Shanghai,Belfast (United Kingdom),40GP,"$1,010",75,$10.00
Shanghai,Belfast (United Kingdom),20GP,$270,75,$5.00
Shanghai,Barcelona (Spain),40GP,$50,60,$10.00
"Busan, Korea",Hamburg,40HC,$500,60,$10.00
"Busan, Korea",Duisburg,40HC,"$1,200",60,$10.00
"Busan, Korea",Budapest,40HC,$290,60,$10.00
Shanghai,"Atlanta, GA",20GP,$450,75,$5.00
Shanghai,Antwerp,40GP,$500,75,$10.00
"Busan, Korea",Antwerp,40HC,$390,60,$10.00
Bangkok,Vienna,40HC,$10,60,$10.00
Shanghai,Algeciras,40GP,$480,100,$10.00
Shanghai,Algeciras,20GP,$90,45,$5.00
Shanghai,Aarhus,40GP,$480,100,$10.00
Bangkok,"Toronto, ON",40HC,$10,60,$10.00
Bangkok,Novosibirsk,40HC,"$2,210",60,$10.00
Bangkok,Munich,40HC,$10,60,$10.00
Bangkok,Moscow,40HC,$960,60,$10.00
Bangkok,Liverpool,40HC,$10,60,$10.00
Bangkok,Leeds,40HC,$10,60,$10.00
Bangkok,Le Havre,40HC,$10,60,$10.00
Bangkok,Krasnojarsk,40HC,"$1,280",60,$10.00
Bangkok,"Kansas City, KS",40HC,$10,60,$10.00
Rotterdam,Taicang,20GP,$50,100,$5.00
Bangkok,Irkutsk,40HC,"$1,220",60,$10.00
Rotterdam,Shenzhen,20GP,$120,100,$5.00
Bangkok,Gothenburg,40HC,$10,60,$10.00
Bangkok,Fos Sur Mer,40HC,$10,60,$10.00
Bangkok,Dunkerque,40HC,$10,60,$10.00
Bangkok,Copenhagen,40HC,$10,60,$10.00
Rotterdam,Port Kelang,20GP,$50,75,$5.00
Bangkok,Budapest,40HC,"$1,530",60,$10.00
Ambarli,St Petersburg,40HC,$460,60,$10.00
Rotterdam,Laem Chabang,20GP,$50,75,$5.00
Ambarli,Moscow,40HC,$390,60,$10.00
Ambarli,Birmingham,40HC,$200,60,$10.00
Yantian,Madrid,40HC,$130,60,$10.00
Yantian,"Kansas City, KS",40HC,$660,60,$10.00
Yantian,"Jacksonville, FL",40HC,$900,60,$10.00
Yantian,Houston,40HC,$630,60,$10.00
Yantian,"Halifax, NS",40HC,$600,60,$10.00
Yantian,"El Paso, TX",40HC,$540,60,$10.00
Yantian,"Detroit, MI",40HC,"$1,090",60,$10.00
Yantian,"Columbus, OH",40HC,$900,60,$10.00
Qingdao,"Winnipeg, MB",20GP,$130,75,$5.00
Yantian,"Cleveland, OH",40HC,$900,60,$10.00
Qingdao,Warsaw,20GP,$300,75,$5.00
Yantian,"Charleston, SC",40HC,"$1,400",60,$10.00
Qingdao,Vienna,40GP,$10,45,$10.00
Yantian,Budapest,40HC,"$1,550",60,$10.00
Qingdao,"Vancouver, BC",20GP,$410,100,$5.00
Yantian,"Baltimore, MD",40HC,$900,60,$10.00
Qingdao,"Toronto, ON",20GP,$435,100,$5.00
Yantian,"Atlanta, GA",40HC,$900,60,$10.00
Xian,St Petersburg,40HC,"$1,973",60,$10.00
Qingdao,"Tacoma, WA",20GP,$250,60,$5.00
Xian,Moscow,40HC,"$2,350",60,$10.00
Qingdao,St Petersburg,20GP,$830,45,$5.00
Qingdao,Southampton,40GP,"$1,450",60,$10.00
Xian,Budapest,40HC,"$1,720",60,$10.00
Qingdao,"Seattle, WA",20GP,$415,75,$5.00
Xiamen,"Yekaterinburg, Sve",40HC,"$2,770",60,$10.00
Qingdao,"Savannah, GA",20GP,$430,100,$5.00
Xiamen,Moscow,40HC,"$2,550",60,$10.00
Xiamen,Malaszewicze,40HC,"$1,550",60,$10.00
Qingdao,"Salt Lake City, UT",20GP,$250,60,$5.00
Qingdao,"Saint Louis, MO",20GP,$400,75,$5.00
Qingdao,Rotterdam,40GP,"$1,780",75,$10.00
Wuhan,Warsaw,40HC,"$1,430",60,$10.00
Vladivostok,Moscow,40HC,"$1,000",60,$10.00
Tianjinxingang,Budapest,40HC,"$1,580",60,$10.00
Qingdao,"Oakland, CA",20GP,$355,75,$5.00
Qingdao,Novosibirsk,40GP,"$1,240",60,$10.00
Tianjin,Moscow,40HC,"$2,200",60,$10.00
Qingdao,Nhava Sheva,20GP,$70,75,$5.00
Tianjin,Lyon,40HC,"$1,350",60,$10.00
Qingdao,"New York, NY",20GP,$415,100,$5.00
Tianjin,Hamburg,40HC,"$1,080",60,$10.00
Qingdao,"New Orleans, LA",20GP,$445,75,$5.00
Qingdao,Munich,40GP,$10,45,$10.00
Qingdao,Mundra,20GP,$70,75,$5.00
Qingdao,Moscow,40GP,"$1,220",100,$10.00
Tianjin,Budapest,40HC,"$1,560",60,$10.00
Qingdao,Moscow,20GP,$950,75,$5.00
Taicang,Moscow,40HC,"$2,400",60,$10.00
Qingdao,Minsk,40GP,"$1,500",60,$10.00
Surabaya,"Yekaterinburg, Sve",40HC,"$2,280",60,$10.00
Qingdao,"Miami, FL",20GP,$350,75,$5.00
Qingdao,Mersin,40GP,"$1,440",75,$10.00
Shenzhen,Warsaw,40HC,"$1,470",60,$10.00
Qingdao,"Memphis, TN",20GP,$335,100,$5.00
Qingdao,Malaszewicze,40GP,"$1,370",60,$10.00
Shenzhen,Munich,40HC,"$1,460",60,$10.00
Shenzhen,Munich,40HC,"$1,460",60,$10.00
Qingdao,Lyon,20GP,"$1,105",60,$5.00
Shenzhen,Moscow,40HC,"$2,230",60,$10.00
Qingdao,"Los Angeles, CA",20GP,$585,75,$5.00
Qingdao,"Long Beach, CA",20GP,$450,75,$5.00
Qingdao,Liverpool,40GP,$10,45,$10.00
Shenzhen,Moscow,40HC,"$2,230",60,$10.00
Qingdao,Le Havre,40GP,$10,45,$10.00
Qingdao,Karachi,20GP,$160,45,$5.00
Qingdao,Istanbul,40GP,"$1,450",60,$10.00
Qingdao,Houston,20GP,$525,100,$5.00
Qingdao,Hamburg,40GP,"$1,450",60,$10.00
Shenzhen,Milano,40HC,"$1,360",60,$10.00
Shenzhen,Milano,40HC,"$1,360",60,$10.00
Qingdao,Gothenburg,40GP,$10,45,$10.00
Qingdao,Gebze,40GP,$10,45,$10.00
Shenzhen,Malaszewicze,40HC,"$1,455",60,$10.00
Qingdao,Gdansk,20GP,$50,100,$5.00
Shenzhen,Malaszewicze,40HC,"$1,455",60,$10.00
Qingdao,"El Paso, TX",20GP,$100,100,$5.00
Qingdao,"El Paso, TX",20GP,$100,100,$5.00
Qingdao,"Edmonton, AB",20GP,$270,75,$5.00
Qingdao,"Edmonton, AB",20GP,$270,75,$5.00
Qingdao,Dunkerque,20GP,"$1,105",60,$5.00
Qingdao,Dunkerque,20GP,"$1,105",60,$5.00
Shenzhen,Hamburg,40HC,"$1,780",60,$10.00
Qingdao,"Detroit, MI",20GP,$500,100,$5.00
Qingdao,"Detroit, MI",20GP,$500,100,$5.00
Shenzhen,Hamburg,40HC,"$1,780",60,$10.00
Qingdao,"Denver, CO",20GP,$445,60,$5.00
Qingdao,"Denver, CO",20GP,$445,60,$5.00
Qingdao,"Dallas, TX",20GP,$465,75,$5.00
Qingdao,"Dallas, TX",20GP,$465,75,$5.00
Qingdao,Copenhagen,40GP,$10,45,$10.00
Shenzhen,Duisburg,40HC,"$1,375",60,$10.00
Qingdao,"Chicago, IL",20GP,$620,100,$5.00
Qingdao,"Chicago, IL",20GP,$620,100,$5.00
Qingdao,"Charleston, SC",20GP,$450,75,$5.00
Qingdao,"Charleston, SC",20GP,$450,75,$5.00
Qingdao,"Calgary, AB",20GP,$200,75,$5.00
Qingdao,"Calgary, AB",20GP,$200,75,$5.00
Qingdao,Budapest,40GP,"$1,510",60,$10.00
Shenzhen,Duisburg,40HC,"$1,375",60,$10.00
Shenzhen,Dublin,40HC,"$1,300",60,$10.00
Qingdao,"Atlanta, GA",20GP,$250,75,$5.00
Qingdao,"Atlanta, GA",20GP,$250,75,$5.00
Qingdao,Antwerp,40GP,"$1,780",75,$10.00
Shenzhen,Dublin,40HC,"$1,300",60,$10.00
Shenzhen,Barcelona (Spain),40HC,$900,60,$10.00
Shenzhen,Barcelona (Spain),40HC,$900,60,$10.00
Port Kelang,"Yekaterinburg, Sve",20GP,$640,75,$5.00
Shekou,"Yekaterinburg, Sve",40HC,"$2,400",60,$10.00
Shekou,Budapest,40HC,"$1,530",60,$10.00
Shanghai,"Yekaterinburg, Sve",40HC,"$2,580",60,$10.00
Port Kelang,Vladivostok,20GP,$730,60,$5.00
Shanghai,"Vancouver, BC",40HC,"$1,000",60,$10.00
Shanghai,St Petersburg,40HC,"$2,235",60,$10.00
Shanghai,"Norfolk, VA",40HC,$800,60,$10.00
Port Kelang,St Petersburg,20GP,$980,60,$5.00
Shanghai,Munich,40HC,"$1,650",60,$10.00
Shanghai,Moscow,40HC,"$2,365",60,$10.00
Port Kelang,Rotterdam,20GP,$580,60,$5.00
Shanghai,London,40HC,"$1,345",60,$10.00
Shanghai,Helsinki,40HC,"$1,100",60,$10.00
Shanghai,Gdansk,40HC,"$1,030",60,$10.00
Port Kelang,Novosibirsk,20GP,$950,60,$5.00
Shanghai,Barcelona (Spain),40HC,$900,60,$10.00
Port Kelang,Novorossiysk,20GP,$180,100,$5.00
Rotterdam,Xian,40HC,$57,60,$10.00
Qingdao,Rotterdam,40HC,"$1,350",60,$10.00
Qingdao,Hamburg,40HC,$975,60,$10.00
Port Kelang,Moscow,20GP,$650,100,$5.00
Port Kelang,Minsk,20GP,$10,75,$5.00
Qingdao,Budapest,40HC,"$1,540",60,$10.00
Ningbo,"Tacoma, WA",40HC,$690,60,$10.00
Ningbo,Madrid,40HC,$190,60,$10.00
Port Kelang,Le Havre,20GP,$580,75,$5.00
Ningbo,Istanbul,40HC,"$1,610",60,$10.00
Ningbo,Gebze,40HC,"$1,610",60,$10.00
Ningbo,Barcelona (Spain),40HC,$900,60,$10.00
Nansha,Moscow,40HC,"$2,265",60,$10.00
Port Kelang,Hamburg,20GP,$580,60,$5.00
Moscow,Chongqing,40HC,$900,60,$10.00
Guangzhou,St Petersburg,40HC,"$2,300",60,$10.00
Guangzhou,Munich,40HC,"$1,460",60,$10.00
Guangzhou,Moscow,40HC,"$2,397",60,$10.00
Guangzhou,Malaszewicze,40HC,"$1,430",60,$10.00
Guangzhou,Duisburg,40HC,"$1,640",60,$10.00
Guangzhou,Budapest,40HC,"$1,290",60,$10.00
Dalian,St Petersburg,40HC,"$2,100",60,$10.00
Dalian,"Halifax, NS",40HC,$690,60,$10.00
Chongqing,St Petersburg,40HC,"$2,600",60,$10.00
Port Kelang,Antwerp,20GP,$530,60,$5.00
Chongqing,Moscow,40HC,"$2,570",60,$10.00
Chongqing,Malaszewicze,40HC,"$1,840",60,$10.00
Chongqing,Madrid,40HC,"$1,660",60,$10.00
Chongqing,Hamburg,40HC,"$1,650",60,$10.00
Novosibirsk,Taicang,20GP,$300,75,$5.00
Chongqing,Budapest,40HC,"$2,000",60,$10.00
Chittagong,Shanghai,40HC,$20,60,$10.00
Novosibirsk,Shanghai,20GP,$250,60,$5.00
Novosibirsk,Qingdao,20GP,$200,100,$5.00
Chengdu,Madrid,40HC,$250,60,$10.00
"Busan, Korea",Moscow,40HC,$640,60,$10.00
Antwerp,Tianjin,40HC,$87,60,$10.00
Xiamen,"Yekaterinburg, Sve",40HC,"$2,770",60,$10.00
Xiamen,Moscow,40HC,"$2,550",60,$10.00
Wuhan,Warsaw,40HC,"$1,430",60,$10.00
Tianjin,Moscow,40HC,"$2,200",60,$10.00
Tianjin,Lyon,40HC,"$1,350",60,$10.00
Taicang,Moscow,40HC,"$2,400",60,$10.00
Novosibirsk,Dalian,20GP,$200,75,$5.00
Surabaya,"Yekaterinburg, Sve",40HC,"$2,280",60,$10.00
Shenzhen,Warsaw,40HC,"$1,470",60,$10.00
Shenzhen,Munich,40HC,"$1,460",60,$10.00
Shenzhen,Munich,40HC,"$1,460",60,$10.00
Shenzhen,Moscow,40HC,"$2,230",60,$10.00
Zhengzhou,St Petersburg,40HC,"$2,020",75,$10.00
Zhengzhou,Moscow,40HC,"$2,173",75,$10.00
Zhengzhou,Minsk,40HC,"$2,217",75,$10.00
Zhengzhou,Malaszewicze,40HC,"$1,410",75,$10.00
Zhengzhou,Copenhagen,40HC,"$2,040",75,$10.00
Novorossiysk,Shanghai,20GP,$380,75,$5.00
"Yekaterinburg, Sve",Tianjin,40HC,"$1,820",75,$10.00
"Yekaterinburg, Sve",Taicang,40HC,"$2,250",75,$10.00
"Yekaterinburg, Sve",Qingdao,40HC,"$2,250",75,$10.00
"Yekaterinburg, Sve",Ningbo,40HC,"$1,725",75,$10.00
"Yekaterinburg, Sve","New York, NY",40HC,$280,75,$10.00
"Yekaterinburg, Sve",Mundra,40HC,$200,75,$10.00
"Yekaterinburg, Sve",Karachi,40HC,$120,75,$10.00
"Yekaterinburg, Sve",Ho Chi Minh City,40HC,$290,75,$10.00
"Yekaterinburg, Sve",Gebze,40HC,$370,75,$10.00
Novorossiysk,Guangzhou,20GP,$180,75,$5.00
"Yekaterinburg, Sve",Cochin,40HC,$100,75,$10.00
"Yekaterinburg, Sve",Ambarli,40HC,$300,75,$10.00
Yantian,"Tampa, FL",40HC,$900,75,$10.00
Yantian,"Seattle, WA",40HC,$600,75,$10.00
Yantian,"Savannah, GA",40HC,"$1,280",75,$10.00
Ningbo,"Winnipeg, MB",20GP,$210,75,$5.00
Yantian,"Saskatoon, SK",40HC,$480,75,$10.00
Ningbo,Vladivostok,40GP,$980,60,$10.00
Yantian,"Salt Lake City, UT",40HC,$440,75,$10.00
Yantian,"New Orleans, LA",40HC,$900,75,$10.00
Yantian,"Minneapolis, MN",40HC,$220,75,$10.00
Ningbo,"Toronto, ON",20GP,$380,75,$5.00
Yantian,"Miami, FL",40HC,$900,75,$10.00
Ningbo,"Tacoma, WA",20GP,$210,75,$5.00
Yantian,"Memphis, TN",40HC,$900,75,$10.00
Ningbo,Southampton,40GP,"$2,160",60,$10.00
Yantian,"Denver, CO",40HC,$320,75,$10.00
Ningbo,"Seattle, WA",20GP,$295,75,$5.00
Xian,Gdansk,40HC,"$1,890",75,$10.00
Xian,Duisburg,40HC,"$1,320",75,$10.00
Xiamen,"Winnipeg, MB",40HC,$590,75,$10.00
Ningbo,"Salt Lake City, UT",20GP,$445,60,$5.00
Xiamen,Vienna,40HC,"$1,380",75,$10.00
Ningbo,"Saint Louis, MO",20GP,$415,100,$5.00
Xiamen,"Tacoma, WA",40HC,$650,75,$10.00
Xiamen,Southampton,40HC,"$1,380",75,$10.00
Ningbo,"Oakland, CA",20GP,$210,75,$5.00
Xiamen,"Seattle, WA",40HC,$693,75,$10.00
Xiamen,"Saint Louis, MO",40HC,$835,75,$10.00
Xiamen,Oslo,40HC,"$1,640",75,$10.00
Ningbo,"New York, NY",20GP,$380,60,$5.00
Ningbo,"New Orleans, LA",20GP,$620,75,$5.00
Ningbo,Moscow,40GP,"$1,050",60,$10.00
Xiamen,"Oakland, CA",40HC,$740,75,$10.00
Ningbo,Minsk,40GP,"$1,450",60,$10.00
Xiamen,"New York, NY",40HC,$813,75,$10.00
Xiamen,"Minneapolis, MN",40HC,"$1,050",75,$10.00
Xiamen,"Memphis, TN",40HC,$740,75,$10.00
Ningbo,"Miami, FL",20GP,$340,75,$5.00
Xiamen,Manchester,40HC,"$1,930",75,$10.00
Xiamen,"Los Angeles, CA",40HC,$920,75,$10.00
Ningbo,"Memphis, TN",20GP,$370,75,$5.00
Xiamen,"Long Beach, CA",40HC,$650,75,$10.00
Xiamen,Lodz,40HC,"$1,690",75,$10.00
Ningbo,Lyon,20GP,"$1,105",60,$5.00
Ningbo,"Los Angeles, CA",20GP,$420,75,$5.00
Ningbo,Liverpool,40GP,"$2,160",60,$10.00
Ningbo,Leeds,40GP,"$2,160",60,$10.00
Ningbo,Le Havre,20GP,$150,100,$5.00
Ningbo,Krasnojarsk,40GP,"$1,150",60,$10.00
Xiamen,Liverpool,40HC,"$1,550",75,$10.00
Xiamen,Leeds,40HC,"$1,100",75,$10.00
Xiamen,"Kansas City, KS",40HC,$990,75,$10.00
Xiamen,Istanbul,40HC,"$1,640",75,$10.00
Xiamen,Houston,40HC,$470,75,$10.00
Ningbo,Houston,20GP,$355,100,$5.00
Xiamen,Helsinki,40HC,$740,75,$10.00
Xiamen,"Halifax, NS",40HC,$630,75,$10.00
Xiamen,"El Paso, TX",40HC,$855,75,$10.00
Xiamen,"Denver, CO",40HC,$718,75,$10.00
Ningbo,Gdansk,20GP,$250,100,$5.00
Ningbo,Fos Sur Mer,20GP,$150,100,$5.00
Ningbo,Felixstowe,40GP,$820,100,$10.00
Xiamen,"Dallas, TX",40HC,$900,75,$10.00
Ningbo,"El Paso, TX",20GP,$90,75,$5.00
Ningbo,"Edmonton, AB",20GP,$270,75,$5.00
Ningbo,Dunkerque,20GP,"$1,140",60,$5.00
Xiamen,Copenhagen,40HC,"$1,630",75,$10.00
Ningbo,"Detroit, MI",20GP,$550,100,$5.00
Ningbo,"Detroit, MI",20GP,$550,100,$5.00
Xiamen,"Chicago, IL",40HC,"$1,060",75,$10.00
Ningbo,"Denver, CO",20GP,$445,60,$5.00
Ningbo,"Denver, CO",20GP,$445,60,$5.00
Xiamen,"Baltimore, MD",40HC,$695,75,$10.00
Ningbo,"Dallas, TX",20GP,$465,75,$5.00
Ningbo,"Dallas, TX",20GP,$465,75,$5.00
Xiamen,"Atlanta, GA",40HC,$923,75,$10.00
Wuhan,St Petersburg,40HC,"$2,300",75,$10.00
Wuhan,"Seattle, WA",40HC,$880,75,$10.00
Ningbo,"Charleston, SC",20GP,$450,75,$5.00
Ningbo,"Charleston, SC",20GP,$450,75,$5.00
Wuhan,"Savannah, GA",40HC,$880,75,$10.00
Ningbo,"Calgary, AB",20GP,$210,75,$5.00
Ningbo,"Calgary, AB",20GP,$210,75,$5.00
Wuhan,"Salt Lake City, UT",40HC,$880,75,$10.00
Wuhan,Praha,40HC,"$2,080",75,$10.00
Wuhan,"Oakland, CA",40HC,$880,75,$10.00
Wuhan,"Norfolk, VA",40HC,$880,75,$10.00
Wuhan,"New York, NY",40HC,$880,75,$10.00
Ningbo,"Atlanta, GA",20GP,$415,75,$5.00
Wuhan,Moscow,40HC,"$2,280",75,$10.00
Wuhan,Minsk,40HC,"$2,507",75,$10.00
Wuhan,"Miami, FL",40HC,$880,75,$10.00
Wuhan,"Memphis, TN",40HC,$880,75,$10.00
Wuhan,"Los Angeles, CA",40HC,$880,75,$10.00
Wuhan,"Long Beach, CA",40HC,$880,75,$10.00
Wuhan,Houston,40HC,$880,75,$10.00
Wuhan,Hamburg,40HC,"$1,900",75,$10.00
Wuhan,"Denver, CO",40HC,$880,75,$10.00
Wuhan,"Dallas, TX",40HC,$880,75,$10.00
Wuhan,Copenhagen,40HC,"$2,040",75,$10.00
Wuhan,"Chicago, IL",40HC,$880,75,$10.00
Wuhan,"Charleston, SC",40HC,$880,75,$10.00
Wuhan,"Baltimore, MD",40HC,$880,75,$10.00
Nhava Sheva,Nhava Sheva,20GP,$75,45,$5.00
Warsaw,Shanghai,40HC,"$1,500",75,$10.00
Nhava Sheva,Mundra,20GP,$75,60,$5.00
Warsaw,Ho Chi Minh City,40HC,$770,75,$10.00
Tianjinxingang,"Seattle, WA",40HC,$880,75,$10.00
Tianjinxingang,"Savannah, GA",40HC,$790,75,$10.00
Tianjinxingang,"Salt Lake City, UT",40HC,$880,75,$10.00
Tianjinxingang,"Oakland, CA",40HC,$880,75,$10.00
Tianjinxingang,"Norfolk, VA",40HC,$880,75,$10.00
Nhava Sheva,Jebel Ali,20GP,$40,45,$5.00
Tianjinxingang,"New York, NY",40HC,$880,75,$10.00
Tianjinxingang,"Miami, FL",40HC,$880,75,$10.00
Tianjinxingang,"Memphis, TN",40HC,$880,75,$10.00
Tianjinxingang,"Los Angeles, CA",40HC,$835,75,$10.00
Tianjinxingang,"Long Beach, CA",40HC,$880,75,$10.00
Tianjinxingang,Houston,40HC,$883,75,$10.00
Tianjinxingang,Hamburg,40HC,"$1,690",75,$10.00
Tianjinxingang,Gdansk,40HC,"$1,930",75,$10.00
Nansha,"Yekaterinburg, Sve",20GP,$830,60,$5.00
Nansha,Vladivostok,20GP,$750,60,$5.00
Tianjinxingang,"Denver, CO",40HC,$880,75,$10.00
Nansha,"Tacoma, WA",20GP,$290,60,$5.00
Tianjinxingang,"Dallas, TX",40HC,$838,75,$10.00
Nansha,St Petersburg,20GP,"$1,000",60,$5.00
Nansha,Southampton,20GP,$800,60,$5.00
Tianjinxingang,Copenhagen,40HC,"$2,040",75,$10.00
Nansha,"Savannah, GA",20GP,$380,60,$5.00
Tianjinxingang,"Chicago, IL",40HC,$880,75,$10.00
Tianjinxingang,"Charleston, SC",40HC,$880,75,$10.00
Tianjinxingang,"Baltimore, MD",40HC,$880,75,$10.00
Nansha,Port Kelang,20GP,$10,60,$5.00
Tianjin,"Winnipeg, MB",40HC,$400,75,$10.00
Nansha,Novosibirsk,20GP,$750,125,$5.00
Tianjin,Warsaw,40HC,"$1,680",75,$10.00
Nansha,Novorossiysk,20GP,$880,60,$5.00
Nansha,Mundra,20GP,$80,45,$5.00
Nansha,Moscow,40GP,"$1,230",75,$10.00
Tianjin,"Seattle, WA",40HC,$880,75,$10.00
Nansha,Moscow,20GP,"$1,170",60,$5.00
Nansha,Minsk,40GP,"$1,250",60,$10.00
Tianjin,Rotterdam,40HC,$920,75,$10.00
Nansha,Minsk,20GP,$780,60,$5.00
Tianjin,"New York, NY",40HC,$520,75,$10.00
Tianjin,"El Paso, TX",40HC,$500,75,$10.00
Tianjin,"Charleston, SC",40HC,$950,75,$10.00
Nansha,"Memphis, TN",20GP,$290,60,$5.00
Nansha,Liverpool,20GP,$700,60,$5.00
Nansha,Laem Chabang,20GP,$10,60,$5.00
Nansha,Krasnojarsk,20GP,$850,60,$5.00
Nansha,Jebel Ali,20GP,$30,45,$5.00
Nansha,Istanbul,20GP,$90,60,$5.00
Nansha,Irkutsk,20GP,$800,60,$5.00
Taicang,Rotterdam,40HC,$960,75,$10.00
Nansha,Ho Chi Minh City,20GP,$10,60,$5.00
Taicang,Praha,40HC,"$1,200",75,$10.00
Taicang,Minsk,40HC,"$2,263",75,$10.00
Taicang,Mersin,40HC,"$1,580",75,$10.00
Taicang,"Los Angeles, CA",40HC,$920,75,$10.00
Taicang,Lodz,40HC,"$1,440",75,$10.00
Taicang,Helsinki,40HC,$460,75,$10.00
Nansha,"Calgary, AB",20GP,$180,60,$5.00
Taicang,Copenhagen,40HC,"$1,610",75,$10.00
St Petersburg,Houston,40HC,$230,75,$10.00
St Petersburg,Cochin,40HC,$100,75,$10.00
St Petersburg,"Baltimore, MD",40HC,$240,75,$10.00
Singapore,"Winnipeg, MB",40HC,$860,75,$10.00
Singapore,"Tampa, FL",40HC,$860,75,$10.00
Singapore,"Savannah, GA",40HC,"$1,050",75,$10.00
Singapore,"Saint Louis, MO",40HC,"$1,050",75,$10.00
Singapore,"New York, NY",40HC,"$1,050",75,$10.00
Singapore,Moscow,40HC,"$1,240",75,$10.00
Singapore,"Montreal, QC",40HC,"$1,050",75,$10.00
Singapore,"Miami, FL",40HC,"$1,050",75,$10.00
Singapore,"Kansas City, KS",40HC,$720,75,$10.00
Singapore,"Halifax, NS",40HC,$670,75,$10.00
Singapore,"El Paso, TX",40HC,$720,75,$10.00
Singapore,"Edmonton, AB",40HC,$960,75,$10.00
Singapore,"Detroit, MI",40HC,"$1,150",75,$10.00
Mundra,Nhava Sheva,20GP,$75,60,$5.00
Mundra,Mundra,20GP,$50,45,$5.00
Singapore,"Dallas, TX",40HC,$910,75,$10.00
Singapore,"Charleston, SC",40HC,"$1,050",75,$10.00
Singapore,"Calgary, AB",40HC,"$1,050",75,$10.00
Mundra,Karachi,20GP,$30,60,$5.00
Singapore,"Baltimore, MD",40HC,"$1,050",75,$10.00
Mundra,Jebel Ali,20GP,$40,60,$5.00
Singapore,"Atlanta, GA",40HC,"$1,050",75,$10.00
Shenzhen,"Winnipeg, MB",40HC,$660,75,$10.00
Shenzhen,Warsaw,40HC,"$1,390",75,$10.00
Shenzhen,Stuttgart,40HC,"$1,420",75,$10.00
Shenzhen,Southampton,40HC,"$1,560",75,$10.00
Shenzhen,Rotterdam,40HC,"$1,020",75,$10.00
Shenzhen,Rotterdam,40HC,"$1,020",75,$10.00
Shenzhen,Nurnberg,40HC,"$1,350",75,$10.00
Shenzhen,Malaszewicze,40HC,"$1,520",75,$10.00
Shenzhen,Lodz,40HC,"$1,500",75,$10.00
Shenzhen,La Spezia,40HC,"$1,350",75,$10.00
Moscow,Xingang,20GP,$250,75,$5.00
Shenzhen,Genoa,40HC,"$1,280",75,$10.00
Moscow,Xian,20GP,$240,75,$5.00
Shenzhen,Felixstowe,40HC,"$1,560",75,$10.00
Moscow,Xiamen,20GP,$300,75,$5.00
Shenzhen,Dunkerque,40HC,"$1,310",75,$10.00
Shenzhen,Dublin,40HC,"$1,150",75,$10.00
Shenzhen,"Denver, CO",40HC,$340,75,$10.00
Shenzhen,"Denver, CO",40HC,$415,75,$10.00
Moscow,Tianjin,20GP,$200,125,$5.00
Shenzhen,Birmingham,40HC,"$1,560",75,$10.00
Moscow,Taicang,20GP,$300,75,$5.00
Shenzhen,Antwerp,40HC,"$1,020",75,$10.00
Moscow,Shenzhen,20GP,$200,100,$5.00
Shenzhen,Antwerp,40HC,"$1,020",75,$10.00
Shekou,"Winnipeg, MB",40HC,$510,75,$10.00
Moscow,Shanghai,20GP,$250,125,$5.00
Shekou,"Tacoma, WA",40HC,$650,75,$10.00
Moscow,Qingdao,20GP,$280,100,$5.00
Shekou,"Seattle, WA",40HC,$880,75,$10.00
Shekou,"Savannah, GA",40HC,$848,75,$10.00
Moscow,Ningbo,20GP,$250,100,$5.00
Shekou,"Salt Lake City, UT",40HC,$823,75,$10.00
Shekou,Rotterdam,40HC,"$1,190",75,$10.00
Shekou,"Oakland, CA",40HC,$858,75,$10.00
Moscow,Mundra,20GP,$10,60,$5.00
Shekou,"Norfolk, VA",40HC,$880,75,$10.00
Shekou,"New York, NY",40HC,$778,75,$10.00
Shekou,"Miami, FL",40HC,$960,75,$10.00
Shekou,"Memphis, TN",40HC,$880,75,$10.00
Shekou,"Los Angeles, CA",40HC,$960,75,$10.00
Shekou,"Long Beach, CA",40HC,$960,75,$10.00
Shekou,Le Havre,40HC,"$1,720",75,$10.00
Shekou,Jebel Ali,40HC,$70,75,$10.00
Shekou,Houston,40HC,$623,75,$10.00
Moscow,Guangzhou,20GP,$300,100,$5.00
Shekou,Helsinki,40HC,$460,75,$10.00
Shekou,Hamburg,40HC,"$1,770",75,$10.00
Shekou,Gdansk,40HC,"$2,070",75,$10.00
Shekou,Dunkerque,40HC,"$1,050",75,$10.00
Shekou,"Denver, CO",40HC,$458,75,$10.00
Shekou,"Dallas, TX",40HC,$680,75,$10.00
Moscow,Chengdu,20GP,$260,100,$5.00
Moscow,Changsha,20GP,$200,75,$5.00
Shekou,Copenhagen,40HC,"$1,610",75,$10.00
Shekou,"Charleston, SC",40HC,"$1,170",75,$10.00
Shekou,Budapest,40HC,"$1,530",75,$10.00
Shekou,Barcelona (Spain),40HC,"$2,000",75,$10.00
Shekou,"Baltimore, MD",40HC,$893,75,$10.00
Shantou,Copenhagen,40HC,"$2,040",75,$10.00
